GCA	Assembly_UID	Assembly_search_term	Assembly_accession	BioSample	BioSample_refetched	BioSample_UID	geo_location	isolation_source	host	disease	host_health_state	collection_date	strain	sample_name	submitter_id	organism	biosample_title	all_biosample_attributes	error	GCA_clean	Bacterial accession	Phylogroup
GCA_002134645.1	1099181	GCA_002134645.1[Assembly Accession]	GCF_002134645.1	SAMN04420188	SAMN04420188	4420188	Canada	Unknown	Unknown	Unknown	Unknown	21/12/2012	OLC1063	Unknown	CA_CFIA-833	Escherichia coli	CA_CFIA-833	collection date=2012-12-21; collection_date=2012-12-21; genotype=vtx1d; geo_loc_name=Canada; geographic location=Canada; isolation source=Unknown; isolation_source=Unknown; sample type=cell culture; sample_type=cell culture; seqid=2015-SEQ-1163; serotype=O41:H26; strain=OLC1063		GCA_002134645.1	GCA_002134645.1	E1
GCA_002972435.1	1618171	GCA_002972435.1[Assembly Accession]	GCF_002972435.1	SAMN03384234	SAMN03384234	3384234	China	animal	Unknown	Unknown	Unknown	2012	HT2012006	Unknown	2012HT006	Escherichia coli	Microbe sample from Escherichia coli	collection date=2012; collection_date=2012; geo_loc_name=China; geographic location=China; isolation source=animal; isolation_source=animal; sample type=sample; sample_type=sample; strain=HT2012006		GCA_002972435.1	GCA_002972435.1	E1
GCA_001749365.1	803891	GCA_001749365.1[Assembly Accession]	GCF_001749365.1	SAMN05729315	SAMN05729315	5729315	Israel	cowshed 5	Unknown	Unknown	Unknown	2009	VL119	Unknown	Escherichia coli VL119	Escherichia coli	Microbe sample from Escherichia coli	collection date=2009; collection_date=2009; geo_loc_name=Israel; geographic location=Israel; isolation source=cowshed 5; isolation_source=cowshed 5; sample type=whole organism; sample_type=whole organism; strain=VL119		GCA_001749365.1	GCA_001749365.1	E1
GCA_001950775.1	951301	GCA_001950775.1[Assembly Accession]	GCF_001950775.1	SAMD00065527	SAMD00065527	6005746	Japan:Hokkaido	Unknown	Cervus nippon yesoensis	Unknown	Unknown	08/02/2016	16309	16309	Unknown	Escherichia coli	Escherichia coli str. 16309	broad-scale environmental context=forest biome; collection date=2016-02-08; collection_date=2016-02-08; env_broad_scale=forest biome; env_local_scale=mountain pass; env_medium=feces; environmental medium=feces; geo_loc_name=Japan:Hokkaido; geographic location=Japan:Hokkaido; host=Cervus nippon yesoensis; host taxonomy id=223998; host_spec_range=223998; host_taxid=223998; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; local-scale environmental context=mountain pass; num_replicons=1; number of replicons=1; pathogenicity=Shiga toxin-producing; project name=Draft genome sequencing of STEC isolated from wild deer; project_name=Draft genome sequencing of STEC isolated from wild deer; ref_biomaterial=Unknown; reference for biomaterial=Unknown; sample name=16309; sample_name=16309; strain=16309		GCA_001950775.1	GCA_001950775.1	E1
GCA_003027665.1	1655891	GCA_003027665.1[Assembly Accession]	GCF_003027665.1	SAMN08668641	SAMN08668641	8668641	USA	pericardial sac	Unknown	Unknown	Unknown	05/02/1997	14696-7	Unknown	MOD1-EC4606	Escherichia coli	wildlife	attribute_package=environmental/food/other; collected by=United States Geological Survey| National Wildlife Health Center; collected_by=United States Geological Survey| National Wildlife Health Center; collection date=1997-02-05; collection_date=1997-02-05; food product origin geographic location=USA:OH; food_origin=USA:OH; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research; ifsac_category=veterinary clinical/research; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research; isolation source=pericardial sac; isolation_source=pericardial sac; lat_lon=40.4 N 82.9 W; latitude and longitude=40.4 N 82.9 W; note=FDA; ontological term=pericardial sac:uberon_0002406; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; sequenced_by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; source type=animal; source_type=animal; strain=14696-7		GCA_003027665.1	GCA_003027665.1	E1
GCA_003027735.1	1655921	GCA_003027735.1[Assembly Accession]	GCF_003027735.1	SAMN08668642	SAMN08668642	8668642	USA	feces	Unknown	Unknown	Unknown	09/03/1998	15692-2	Unknown	MOD1-EC4607	Escherichia coli	wildlife	attribute_package=environmental/food/other; collected by=United States Geological Survey| National Wildlife Health Center; collected_by=United States Geological Survey| National Wildlife Health Center; collection date=1998-03-09; collection_date=1998-03-09; food product origin geographic location=USA:OH; food_origin=USA:OH; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research; ifsac_category=veterinary clinical/research; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research; isolation source=feces; isolation_source=feces; lat_lon=40.4 N 82.9 W; latitude and longitude=40.4 N 82.9 W; note=FDA; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; sequenced_by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; source type=animal; source_type=animal; strain=15692-2		GCA_003027735.1	GCA_003027735.1	E1
GCA_000492655.1	78181	GCA_000492655.1[Assembly Accession]	GCF_000492655.1	SAMN02138597	SAMN02138597	2138597	Unknown	urine	Unknown	Unknown	Unknown	Unknown	BWH 32	Unknown	Escherichia coli BWH 32	Escherichia coli BWH 32	Generic sample from Escherichia coli BWH 32	collection date=Unknown; collection_date=Unknown; geo_loc_name=Unknown; geographic location=Unknown; geographic location (country and/or sea, region)=Unknown; host=Unknown; isolation source=urine; isolation-source=urine; isolation_source=urine; specific host=Unknown; strain=BWH 32		GCA_000492655.1	GCA_000492655.1	E1
GCA_002190935.1	1131181	GCA_002190935.1[Assembly Accession]	GCF_002190935.1	SAMN05007547	SAMN05007547	5007547	USA: Massachusetts	Unknown	Homo sapiens	Unknown	Unknown	1979	ECOR42	Unknown	ECOR42	Escherichia coli	Microbe sample from Escherichia coli	collection date=1979; collection_date=1979; geo_loc_name=USA: Massachusetts; geographic location=USA: Massachusetts; host=Homo sapiens; nat-host=Homo sapiens; sample type=whole organism; sample_type=whole organism; strain=ECOR42		GCA_002190935.1	GCA_002190935.1	E1
GCA_002474575.1	1288541	GCA_002474575.1[Assembly Accession]	GCF_002474575.1	SAMN06555265	SAMN06555265	6555265	USA	feces goose branta	Branta canadensis	Unknown	Unknown	17/10/2003	MOD1-EC5363	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2003-10-17; collection_date=2003-10-17; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Branta canadensis; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| other poultry; ifsac_category=veterinary clinical/research| other poultry; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| other poultry; isolate name alias=CFSAN049609,8474; isolate_name_alias=CFSAN049609,8474; isolation source=feces goose branta; isolation_source=feces goose branta; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:UBERON_0001988| goose:FOODON_03411253| branta:NCBITAXON_8852; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5363		GCA_002474575.1	GCA_002474575.1	E1
GCA_002517445.1	1309951	GCA_002517445.1[Assembly Accession]	GCF_002517445.1	SAMN04993199	SAMN04993199	4993199	USA	feces	Sus scrofa domesticus	Unknown	Unknown	28/05/1980	MOD1-EC5640	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1980-05-28; collection_date=1980-05-28; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Sus scrofa domesticus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| pig; ifsac_category=veterinary clinical/research| pig; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| pig; isolate name alias=CFSAN049886,C-S-01-3-2-M-4; isolate_name_alias=CFSAN049886,C-S-01-3-2-M-4; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:UBERON_0001988| swine:FOODON_03411136; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5640		GCA_002517445.1	GCA_002517445.1	E1
GCA_001607765.1	714681	GCA_001607765.1[Assembly Accession]	GCF_001607765.1	SAMN04002696	SAMN04002696	4002696	Netherlands	stool	Homo sapiens	Diarrhoea	Unknown	2013-11	STEC 2841	Unknown	STEC 2841	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=Dr. John W.A. Rossen; collected_by=Dr. John W.A. Rossen; collection date=2013-11; collection_date=2013-11; geo_loc_name=Netherlands; geographic location=Netherlands; host=Homo sapiens; host age=50; host disease=Diarrhoea; host sex=male; host_age=50; host_disease=Diarrhoea; host_sex=male; isolation source=stool; isolation_source=stool; lat_lon=51.9 N 4.50 E; latitude and longitude=51.9 N 4.50 E; pathotype=STEC; serotype=O nt:H20; strain=STEC 2841; subtype=stx1c		GCA_001607765.1	GCA_001607765.1	E1
GCA_000941835.1	304951	GCA_000941835.1[Assembly Accession]	GCF_000941835.1	SAMEA2593923	SAMEA2593923	3090430	Norway	Human faeces	Homo sapiens	Unknown	Gastroenteritis	23/05/2009	FHI40	FHI40	FHI40	Escherichia coli	Non-O157 STEC	collection date=2009-05-23; collection_date=2009-05-23; ena first public=2014-09-30; ena last update=2016-10-21; ena-checklist=ERC000028; external id=SAMEA2593923; geo_loc_name=Norway; geographic location=Norway; geographic location (country and/or sea)=Norway; host=Homo sapiens; host health state=Gastroenteritis; host scientific name=Homo sapiens; host_health_state=Gastroenteritis; insdc center alias=NTNU; insdc center name=NTNU; insdc first public=2014-09-30T17:11:52Z; insdc last update=2016-10-21T09:45:02Z; insdc status=public; isolation source=Human faeces; isolation_source=Human faeces; sample name=FHI40; sample_name=FHI40; strain=FHI40; submitter id=FHI40		GCA_000941835.1	GCA_000941835.1	E1
GCA_002133515.1	1098611	GCA_002133515.1[Assembly Accession]	GCF_002133515.1	SAMN04420143	SAMN04420143	4420143	Canada	Unknown	Unknown	Unknown	Unknown	16/12/2010	OLC992	Unknown	CA_CFIA-902	Escherichia coli	CA_CFIA-902	collection date=2010-12-16; collection_date=2010-12-16; genotype=vtx1d; geo_loc_name=Canada; geographic location=Canada; isolation source=Unknown; isolation_source=Unknown; sample type=cell culture; sample_type=cell culture; seqid=2014-SEQ-0127; serotype=O154:H31; strain=OLC992		GCA_002133515.1	GCA_002133515.1	E1
GCA_000163175.1	197078	GCA_000163175.1[Assembly Accession]	GCF_000163175.1	SAMN02595357	SAMN02595357	2595357	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	B185	Unknown	ACXF	Escherichia coli B185	Sample from Escherichia coli B185	strain=B185		GCA_000163175.1	GCA_000163175.1	E1
GCA_002232215.1	1160311	GCA_002232215.1[Assembly Accession]	GCF_002232215.1	SAMN04444412	SAMN04444412	4444412	USA	intestine white-tailed deer	Odocoileus virginianus	Unknown	Unknown	27/03/2006	MOD1-EC5112	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2006-03-27; collection_date=2006-03-27; food product origin geographic location=USA:VA; food_origin=USA:VA; geo_loc_name=USA; geographic location=USA; host=Odocoileus virginianus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| other animal; ifsac_category=veterinary clinical/research| other animal; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| other animal; isolate name alias=6.089; isolate_name_alias=6.089; isolation source=intestine white-tailed deer; isolation_source=intestine white-tailed deer; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=intestine:UBERON_0000160| white-tailed deer:FOODON_03411537; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5112		GCA_002232215.1	GCA_002232215.1	E1
GCA_002463085.1	1280671	GCA_002463085.1[Assembly Accession]	GCF_002463085.1	SAMN04893481	SAMN04893481	4893481	USA	ileum	Unknown	Unknown	Unknown	09/07/1986	MOD1-EC6254	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1986-07-09; collection_date=1986-07-09; food product origin geographic location=USA:IA; food_origin=USA:IA; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; isolate name alias=CFSAN044491, 620; isolate_name_alias=CFSAN044491, 620; isolation source=ileum; isolation_source=ileum; lat_lon=Unknown; latitude and longitude=Unknown; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC6254		GCA_002463085.1	GCA_002463085.1	E1
GCA_002537035.1	1320911	GCA_002537035.1[Assembly Accession]	GCF_002537035.1	SAMN04902858	SAMN04902858	4902858	USA	feces	Homo sapiens	Unknown	Unknown	13/12/2013	MOD1-EC6171	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2013-12-13; collection_date=2013-12-13; food product origin geographic location=USA:MA; food_origin=USA:MA; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN044408, SPC10129; isolate_name_alias=CFSAN044408, SPC10129; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6171		GCA_002537035.1	GCA_002537035.1	E1
