GCA	Assembly_UID	Assembly_search_term	Assembly_accession	BioSample	BioSample_refetched	BioSample_UID	geo_location	isolation_source	host	disease	host_health_state	collection_date	strain	sample_name	submitter_id	organism	biosample_title	all_biosample_attributes	error	GCA_clean	Bacterial accession	Phylogroup
GCA_000946855.1	307291	GCA_000946855.1[Assembly Accession]	GCF_000946855.1	SAMEA3218070	SAMEA3218070	3375002	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	2d11B	2d11B_assembly	2d11B_assembly	Escherichia coli	2d11B_assembly	ena-checklist=ERC000011; ena-first-public=2015-02-24T17:01:56Z; ena-last-update=2018-03-09T12:50:22Z; external id=SAMEA3218070; insdc center name=CGS-GL; insdc first public=2015-02-24T17:01:56Z; insdc last update=2018-03-09T12:50:22Z; insdc status=public; sample name=2d11B_assembly; sample_name=2d11B_assembly; scientific_name=Escherichia coli; strain=2d11B; submitter id=2d11B_assembly		GCA_000946855.1	GCA_000946855.1	E1
GCA_000713815.1	190121	GCA_000713815.1[Assembly Accession]	GCF_000713815.1	SAMN02689029	SAMN02689029	2689029	Tanzania	stool	Homo sapiens	Unknown	Unknown	11-Apr-09	1-250-04_S3_C2	Unknown	PCOLI_1-250-04S3C2	Escherichia coli 1-250-04_S3_C2	Escherichia coli 1-250-04 S3 C2	collection date=11-Apr-2009; collection-date=11-Apr-2009; collection_date=11-Apr-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=1-250-04_S3_C2		GCA_000713815.1	GCA_000713815.1	E1
GCA_000627435.1	144241	GCA_000627435.1[Assembly Accession]	GCF_000627435.1	SAMN02680253	SAMN02680253	2680253	Tanzania	stool	Homo sapiens	Unknown	Unknown	11-Apr-09	1-250-04_S3_C1	Unknown	PCOLI_1-250-04S3C1	Escherichia coli 1-250-04_S3_C1	Escherichia coli 1-250-04 S3 C1	collection date=11-Apr-2009; collection-date=11-Apr-2009; collection_date=11-Apr-2009; country=Tanzania; geo_loc_name=Tanzania; geographic location=Tanzania; host=Homo sapiens; isolation source=stool; isolation-source=stool; isolation_source=stool; nat-host=Homo sapiens; strain=1-250-04_S3_C1		GCA_000627435.1	GCA_000627435.1	E1
GCA_002228955.1	1158691	GCA_002228955.1[Assembly Accession]	GCF_002228955.1	SAMN05464525	SAMN05464525	5464525	USA	feces	Bos taurus	Unknown	Unknown	24/04/1979	MOD1-EC5548	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1979-04-24; collection_date=1979-04-24; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN049794,C-C-03-2-1-M-7; isolate_name_alias=CFSAN049794,C-C-03-2-1-M-7; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=bos taurus:ncbitaxon_9913| feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5548		GCA_002228955.1	GCA_002228955.1	E1
GCA_002227735.1	1158081	GCA_002227735.1[Assembly Accession]	GCF_002227735.1	SAMN04993196	SAMN04993196	4993196	USA	chicken feces	Gallus gallus	Unknown	Unknown	17/04/1980	MOD1-EC5628	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1980-04-17; collection_date=1980-04-17; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Gallus gallus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| chicken; ifsac_category=veterinary clinical/research| chicken; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| chicken; isolate name alias=CFSAN049874,C-B-12-3-2-M-3; isolate_name_alias=CFSAN049874,C-B-12-3-2-M-3; isolation source=chicken feces; isolation_source=chicken feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:FOODON_03411457| feces:UBERON_0001988| gallus gallus:NCBITAXON_9031; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5628		GCA_002227735.1	GCA_002227735.1	E1
GCA_001268285.1	473111	GCA_001268285.1[Assembly Accession]	GCF_001268285.1	SAMEA3498437	SAMEA3498437	3963411	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	swine fecal	E. coli AJ28	E. coli AJ28	Escherichia coli	E. coli AJ28 from swine fecal	ena-checklist=ERC000011; ena-first-public=2015-08-05T17:01:46Z; ena-last-update=2018-03-09T13:26:48Z; external id=SAMEA3498437; insdc center name=Laboratory of Evolutionary Bioinformatics, SNU; insdc first public=2015-08-05T17:01:46Z; insdc last update=2018-03-09T13:26:48Z; insdc status=public; isolate=swine fecal; sample name=E. coli AJ28; sample_name=E. coli AJ28; scientific_name=Escherichia coli; submitter id=E. coli AJ28		GCA_001268285.1	GCA_001268285.1	E1
GCA_000785235.1	226251	GCA_000785235.1[Assembly Accession]	GCF_000785235.1	SAMN02802157	SAMN02802157	2802157	USA: WA	patient with urinary tract infection	Homo sapiens	urinary tract infection	Unknown	2011	upec-64	Unknown	upec-64	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=University of Washington; collected_by=University of Washington; collection date=2011; collection_date=2011; geo_loc_name=USA: WA; geographic location=USA: WA; host=Homo sapiens; host disease=urinary tract infection; host_disease=urinary tract infection; isolation source=patient with urinary tract infection; isolation_source=patient with urinary tract infection; lat_lon=Unknown; latitude and longitude=Unknown; strain=upec-64		GCA_000785235.1	GCA_000785235.1	E1
GCA_002227885.1	1158151	GCA_002227885.1[Assembly Accession]	GCF_002227885.1	SAMN04993192	SAMN04993192	4993192	USA	chicken feces	Gallus gallus	Unknown	Unknown	17/04/1980	MOD1-EC5635	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1980-04-17; collection_date=1980-04-17; food product origin geographic location=USA:CO; food_origin=USA:CO; geo_loc_name=USA; geographic location=USA; host=Gallus gallus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| chicken; ifsac_category=veterinary clinical/research| chicken; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| chicken; isolate name alias=CFSAN049881,C-B-33-3-2-M-9; isolate_name_alias=CFSAN049881,C-B-33-3-2-M-9; isolation source=chicken feces; isolation_source=chicken feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:FOODON_03411457| feces:UBERON_0001988| gallus gallus:NCBITAXON_9031; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5635		GCA_002227885.1	GCA_002227885.1	E1
GCA_900195525.1	1208021	GCA_900195525.1[Assembly Accession]	GCF_900195525.1	SAMEA104140474	SAMEA104140474	7613985	Australia	Pig rectal swab	Sus scrofa	Unknown	Unknown	2007	F1_401B	F1_401B	F1_401B	Escherichia coli	Ausgem porcine Escherichia coli genomes	collection date=2007; collection_date=2007; ena first public=2017-09-06; ena last update=2017-06-26; ena-checklist=ERC000011; external id=SAMEA104140474; geo_loc_name=Australia; geographic location=Australia; geographic location (country and/or sea)=Australia; host=Sus scrofa; host scientific name=Sus scrofa; insdc center alias=Ausgem; insdc center name=Ausgem; insdc first public=2017-09-06T17:02:16Z; insdc last update=2017-06-26T06:28:15Z; insdc status=public; isolation source=Pig rectal swab; isolation_source=Pig rectal swab; sample name=F1_401B; sample_name=F1_401B; submitter id=F1_401B		GCA_900195525.1	GCA_900195525.1	E1
GCA_002518245.1	1310351	GCA_002518245.1[Assembly Accession]	GCF_002518245.1	SAMN05468027	SAMN05468027	5468027	USA	egg	Gallus gallus domesticus	Unknown	Unknown	28/08/1982	MOD1-EC5766	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1982-08-28; collection_date=1982-08-28; food product origin geographic location=USA:DE; food_origin=USA:DE; geo_loc_name=USA; geographic location=USA; host=Gallus gallus domesticus; host disease=Unknown; host_disease=Unknown; ifsac+ category=poultry| eggs; ifsac_category=poultry| eggs; interagency food safety analytics collaboration (ifsac) category=poultry| eggs; isolate name alias=CFSAN044003, 61; isolate_name_alias=CFSAN044003, 61; isolation source=egg; isolation_source=egg; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=chicken:foodon_03411457| hen egg (whole):foodon_03316061; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=food; source_type=food; strain=MOD1-EC5766		GCA_002518245.1	GCA_002518245.1	E1
GCA_002324175.1	1210501	GCA_002324175.1[Assembly Accession]	GCF_002324175.1	SAMN04942840	SAMN04942840	4942840	USA:FL	fecal calf	Bos taurus	Unknown	Unknown	29/09/2015	KCJK501	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2015-09-29; collection_date=2015-09-29; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN049355; isolate_name_alias=CFSAN049355; isolation source=fecal calf; isolation_source=fecal calf; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988| cattle calf:foodon_03411349; source type=animal; source_type=animal; strain=KCJK501		GCA_002324175.1	GCA_002324175.1	E1
GCA_002324305.1	1210551	GCA_002324305.1[Assembly Accession]	GCF_002324305.1	SAMN05163869	SAMN05163869	5163869	USA:FL	feces calf	Bos taurus	Unknown	Unknown	03/10/2015	KCJK513	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2015-10-03; collection_date=2015-10-03; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN051122; isolate_name_alias=CFSAN051122; isolation source=feces calf; isolation_source=feces calf; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988| cattle calf:foodon_03411349; source type=animal; source_type=animal; strain=KCJK513		GCA_002324305.1	GCA_002324305.1	E1
GCA_002324425.1	1210611	GCA_002324425.1[Assembly Accession]	GCF_002324425.1	SAMN05163865	SAMN05163865	5163865	USA:FL	feces calf	Bos taurus	Unknown	Unknown	03/10/2015	KCJK502	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2015-10-03; collection_date=2015-10-03; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN051118; isolate_name_alias=CFSAN051118; isolation source=feces calf; isolation_source=feces calf; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988| cattle calf:foodon_03411349; source type=animal; source_type=animal; strain=KCJK502		GCA_002324425.1	GCA_002324425.1	E1
GCA_001933075.2	1014311	GCA_001933075.2[Assembly Accession]	GCF_001933075.2	SAMN03358406	SAMN03358406	3358406	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	BCW_4868	Unknown	BCW_4868	Shigella boydii	Microbe sample from Shigella boydii	biomaterial provider=ESR-NZ Brett Gilpin; biomaterial_provider=ESR-NZ Brett Gilpin; collection date=Unknown; collection_date=Unknown; geo_loc_name=Unknown; geographic location=Unknown; isolation source=Unknown; isolation_source=Unknown; sample type=whole organism; sample_type=whole organism; strain=BCW_4868		GCA_001933075.2	GCA_001933075.2	E1
GCA_000753535.1	210141	GCA_000753535.1[Assembly Accession]	GCF_000753535.1	SAMEA2593936	SAMEA2593936	3090443	Norway	Human faeces	Homo sapiens	Unknown	Gastroenteritis	12/08/2009	FHI54	FHI54	FHI54	Escherichia coli	Non-O157 STEC	collection date=2009-08-12; collection_date=2009-08-12; ena first public=2014-09-30; ena last update=2016-10-21; ena-checklist=ERC000028; external id=SAMEA2593936; geo_loc_name=Norway; geographic location=Norway; geographic location (country and/or sea)=Norway; host=Homo sapiens; host health state=Gastroenteritis; host scientific name=Homo sapiens; host_health_state=Gastroenteritis; insdc center alias=NTNU; insdc center name=NTNU; insdc first public=2014-09-30T17:11:53Z; insdc last update=2016-10-21T09:44:53Z; insdc status=public; isolation source=Human faeces; isolation_source=Human faeces; sample name=FHI54; sample_name=FHI54; strain=FHI54; submitter id=FHI54		GCA_000753535.1	GCA_000753535.1	E1
GCA_000941575.1	304821	GCA_000941575.1[Assembly Accession]	GCF_000941575.1	SAMEA2593971	SAMEA2593971	3090478	Norway	Human faeces	Homo sapiens	Unknown	Bloody diarrhoea	20/12/2010	FHI92	FHI92	FHI92	Escherichia coli	Non-O157 STEC	collection date=2010-12-20; collection_date=2010-12-20; ena first public=2014-09-30; ena last update=2016-10-21; ena-checklist=ERC000028; external id=SAMEA2593971; geo_loc_name=Norway; geographic location=Norway; geographic location (country and/or sea)=Norway; host=Homo sapiens; host health state=Bloody diarrhoea; host scientific name=Homo sapiens; host_health_state=Bloody diarrhoea; insdc center alias=NTNU; insdc center name=NTNU; insdc first public=2014-09-30T17:11:53Z; insdc last update=2016-10-21T09:45:02Z; insdc status=public; isolation source=Human faeces; isolation_source=Human faeces; sample name=FHI92; sample_name=FHI92; strain=FHI92; submitter id=FHI92		GCA_000941575.1	GCA_000941575.1	E1
GCA_000736735.1	201791	GCA_000736735.1[Assembly Accession]	GCF_000736735.1	SAMN02911890	SAMN02911890	2911890	Switzerland	Fecal sample from a deer	Unknown	Unknown	Unknown	01/06/2011	48	Unknown	E. coli isolate 48	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	collected by=Evelyne Hofer; collected_by=Evelyne Hofer; collection date=2011-06-01; collection_date=2011-06-01; geo_loc_name=Switzerland; geographic location=Switzerland; isolation source=Fecal sample from a deer; isolation_source=Fecal sample from a deer; lat_lon=Unknown; latitude and longitude=Unknown; strain=48		GCA_000736735.1	GCA_000736735.1	E1
GCA_001606525.1	714071	GCA_001606525.1[Assembly Accession]	GCF_001606525.1	SAMN04002660	SAMN04002660	4002660	Netherlands	stool	Homo sapiens	Diarrhoea	Unknown	2014-04	STEC 1686	Unknown	STEC 1686	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=Dr. John W.A. Rossen; collected_by=Dr. John W.A. Rossen; collection date=2014-04; collection_date=2014-04; geo_loc_name=Netherlands; geographic location=Netherlands; host=Homo sapiens; host age=50; host disease=Diarrhoea; host sex=male; host_age=50; host_disease=Diarrhoea; host_sex=male; isolation source=stool; isolation_source=stool; lat_lon=53.21 N 6.55 E; latitude and longitude=53.21 N 6.55 E; pathotype=STEC; serotype=O27:H30; strain=STEC 1686; subtype=stx1a+stx2b		GCA_001606525.1	GCA_001606525.1	E1
GCA_002324535.1	1210691	GCA_002324535.1[Assembly Accession]	GCF_002324535.1	SAMN05232930	SAMN05232930	5232930	USA:FL	fecal calf	Bos taurus	Unknown	Unknown	29/10/2015	KCJK3945	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=FLUFL; collected_by=FLUFL; collection date=2015-10-29; collection_date=2015-10-29; geo_loc_name=USA:FL; geographic location=USA:FL; host=Bos taurus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| cow; ifsac_category=veterinary clinical/research| cow; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| cow; isolate name alias=CFSAN051495; isolate_name_alias=CFSAN051495; isolation source=fecal calf; isolation_source=fecal calf; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988| cattle calf:foodon_03411349; source type=animal; source_type=animal; strain=KCJK3945		GCA_002324535.1	GCA_002324535.1	E1
GCA_002541605.1	1323261	GCA_002541605.1[Assembly Accession]	GCF_002541605.1	SAMN05439494	SAMN05439494	5439494	USA	feces	Unknown	Unknown	Unknown	10/09/2010	MOD1-EC6064	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2010-09-10; collection_date=2010-09-10; food product origin geographic location=USA:NY; food_origin=USA:NY; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research; ifsac_category=veterinary clinical/research; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research; isolate name alias=CFSAN044301, 101012-1-1; isolate_name_alias=CFSAN044301, 101012-1-1; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC6064		GCA_002541605.1	GCA_002541605.1	E1
GCA_000779335.1	223271	GCA_000779335.1[Assembly Accession]	GCF_000779335.1	SAMN02802021	SAMN02802021	2802021	USA: WA	patient with urinary tract infection	Homo sapiens	urinary tract infection	Unknown	2011	upec-200	Unknown	upec-200	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=University of Washington; collected_by=University of Washington; collection date=2011; collection_date=2011; geo_loc_name=USA: WA; geographic location=USA: WA; host=Homo sapiens; host disease=urinary tract infection; host_disease=urinary tract infection; isolation source=patient with urinary tract infection; isolation_source=patient with urinary tract infection; lat_lon=Unknown; latitude and longitude=Unknown; strain=upec-200		GCA_000779335.1	GCA_000779335.1	E1
GCA_000351025.1	575988	GCA_000351025.1[Assembly Accession]	GCF_000351025.1	SAMN00974048	SAMN00974048	974048	Unknown	Unknown	Homo sapiens	Unknown	Unknown	2010	KTE193	Unknown	Escherichia coli KTE193	Escherichia coli KTE193	Generic sample from Escherichia coli	collection date=2010; collection_date=2010; host=Homo sapiens; host sex=female; host-sex=female; host_sex=female; specific_host=Homo sapiens; strain=KTE193		GCA_000351025.1	GCA_000351025.1	E1
GCA_002196475.1	1134051	GCA_002196475.1[Assembly Accession]	GCF_002196475.1	SAMN07192703	SAMN07192703	7192703	Taiwan	urine; urinary tract infection	Homo sapiens	Urinary Tract Infection	Unknown	24/08/2007	EC974	Unknown	EC974	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=National Cheng Kung University Hospital; collected_by=National Cheng Kung University Hospital; collection date=2007-08-24; collection_date=2007-08-24; geo_loc_name=Taiwan; geographic location=Taiwan; host=Homo sapiens; host disease=Urinary Tract Infection; host_disease=Urinary Tract Infection; isolation source=urine; urinary tract infection; isolation_source=urine; urinary tract infection; lat_lon=22.99 N 120.21 E; latitude and longitude=22.99 N 120.21 E; strain=EC974		GCA_002196475.1	GCA_002196475.1	E1
GCA_002196495.1	1134061	GCA_002196495.1[Assembly Accession]	GCF_002196495.1	SAMN07192704	SAMN07192704	7192704	Taiwan	urine; urinary tract infection	Homo sapiens	Urinary Tract Infection	Unknown	10/12/2007	EC1515	Unknown	EC1515	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=National Cheng Kung University Hospital; collected_by=National Cheng Kung University Hospital; collection date=2007-12-10; collection_date=2007-12-10; geo_loc_name=Taiwan; geographic location=Taiwan; host=Homo sapiens; host disease=Urinary Tract Infection; host_disease=Urinary Tract Infection; isolation source=urine; urinary tract infection; isolation_source=urine; urinary tract infection; lat_lon=22.99 N 120.21 E; latitude and longitude=22.99 N 120.21 E; strain=EC1515		GCA_002196495.1	GCA_002196495.1	E1
GCA_002548645.1	1326731	GCA_002548645.1[Assembly Accession]	GCF_002548645.1	SAMN05468012	SAMN05468012	5468012	USA	intestine	Unknown	Unknown	Unknown	03/10/1984	MOD1-EC5849	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1984-10-03; collection_date=1984-10-03; food product origin geographic location=USA:MT; food_origin=USA:MT; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research; ifsac_category=veterinary clinical/research; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research; isolate name alias=CFSAN044086, CP12-445; isolate_name_alias=CFSAN044086, CP12-445; isolation source=intestine; isolation_source=intestine; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=intestine:uberon_0000160; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5849		GCA_002548645.1	GCA_002548645.1	E1
GCA_001893845.1	907401	GCA_001893845.1[Assembly Accession]	GCF_001893845.1	SAMN05929017	SAMN05929017	5929017	China: Shandong	cloaca swabs from commercial farm	chicken	Unknown	Unknown	2015-08	720	Unknown	720	Escherichia coli	Microbe sample from Escherichia coli	collected by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collected_by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collection date=2015-08; collection_date=2015-08; geo_loc_name=China: Shandong; geographic location=China: Shandong; host=chicken; isolation source=cloaca swabs from commercial farm; isolation_source=cloaca swabs from commercial farm; sample type=individual chicken cloaca; sample_type=individual chicken cloaca; strain=720		GCA_001893845.1	GCA_001893845.1	E1
GCA_001893705.1	907331	GCA_001893705.1[Assembly Accession]	GCF_001893705.1	SAMN05928992	SAMN05928992	5928992	China: Shandong	chicken legs and breast from supermarket	Unknown	Unknown	Unknown	2015-02	715	Unknown	715	Escherichia coli	Microbe sample from Escherichia coli	collected by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collected_by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collection date=2015-02; collection_date=2015-02; geo_loc_name=China: Shandong; geographic location=China: Shandong; host=Unknown; isolation source=chicken legs and breast from supermarket; isolation_source=chicken legs and breast from supermarket; sample type=chicken meat; sample_type=chicken meat; strain=715		GCA_001893705.1	GCA_001893705.1	E1
GCA_001893685.1	907321	GCA_001893685.1[Assembly Accession]	GCF_001893685.1	SAMN05928991	SAMN05928991	5928991	China: Shandong	chicken legs and breast from supermarket	Unknown	Unknown	Unknown	2015-02	716	Unknown	716	Escherichia coli	Microbe sample from Escherichia coli	collected by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collected_by=Beijing Advanced Innovation Center for Food Nutrition and Human Health, College of Veterinary Medicine, China Agricultural University; collection date=2015-02; collection_date=2015-02; geo_loc_name=China: Shandong; geographic location=China: Shandong; host=Unknown; isolation source=chicken legs and breast from supermarket; isolation_source=chicken legs and breast from supermarket; sample type=chicken meat; sample_type=chicken meat; strain=716		GCA_001893685.1	GCA_001893685.1	E1
GCA_002193445.1	1132521	GCA_002193445.1[Assembly Accession]	GCF_002193445.1	SAMN07137388	SAMN07137388	7137388	Canada	manure	Bos taurus	Unknown	Unknown	2015	5937	Unknown	5937	Escherichia coli	Microbe sample from Escherichia coli	biomaterial provider=Dr. Moussa Diarra; biomaterial_provider=Dr. Moussa Diarra; collected by=AAFC; collected_by=AAFC; collection date=2015; collection_date=2015; depth=7 m; geo_loc_name=Canada; geographic location=Canada; host=Bos taurus; isolation source=manure; isolation_source=manure; sample type=whole organism; sample_type=whole organism; serotype=O8:H1; strain=5937		GCA_002193445.1	GCA_002193445.1	E1
GCA_002193475.1	1132531	GCA_002193475.1[Assembly Accession]	GCF_002193475.1	SAMN07137383	SAMN07137383	7137383	Canada	manure	Bos taurus	Unknown	Unknown	2014	5889	Unknown	5889	Escherichia coli	Microbe sample from Escherichia coli	biomaterial provider=Dr. Moussa Diarra; biomaterial_provider=Dr. Moussa Diarra; collected by=AAFC; collected_by=AAFC; collection date=2014; collection_date=2014; depth=2 m; geo_loc_name=Canada; geographic location=Canada; host=Bos taurus; isolation source=manure; isolation_source=manure; sample type=whole organism; sample_type=whole organism; serotype=O8:H1; strain=5889		GCA_002193475.1	GCA_002193475.1	E1
GCA_002193495.1	1132541	GCA_002193495.1[Assembly Accession]	GCF_002193495.1	SAMN07137382	SAMN07137382	7137382	Canada	manure	Bos taurus	Unknown	Unknown	2014	5883	Unknown	5883	Escherichia coli	Microbe sample from Escherichia coli	biomaterial provider=Dr. Moussa Diarra; biomaterial_provider=Dr. Moussa Diarra; collected by=AAFC; collected_by=AAFC; collection date=2014; collection_date=2014; depth=1 m; geo_loc_name=Canada; geographic location=Canada; host=Bos taurus; isolation source=manure; isolation_source=manure; sample type=whole organism; sample_type=whole organism; serotype=O8:H1; strain=5883		GCA_002193495.1	GCA_002193495.1	E1
GCA_002134395.1	1099051	GCA_002134395.1[Assembly Accession]	GCF_002134395.1	SAMN04420164	SAMN04420164	4420164	Canada	Unknown	Unknown	Unknown	Unknown	26/02/2015	OLC2142	Unknown	CA_CFIA-3957	Escherichia coli	CA_CFIA-3957	collection date=2015-02-26; collection_date=2015-02-26; genotype=vtx1d; geo_loc_name=Canada; geographic location=Canada; isolation source=Unknown; isolation_source=Unknown; sample type=cell culture; sample_type=cell culture; seqid=2014-SEQ-1350; serotype=O41:H26; strain=OLC2142		GCA_002134395.1	GCA_002134395.1	E1
